id,name,artifact_type,category,availability,status,primary_url,description
rlhf-preference-optimization-and-reinforcement-learning--hugging-face-trl,Hugging Face TRL,tool,"RLHF, Preference Optimization, and Reinforcement Learning",open-source,active,https://github.com/huggingface/trl,"Hugging Face TRL is a post-training library built on Transformers with trainers for SFT, reward modeling, DPO, KTO, GRPO, and related algorithms, plus PEFT and distributed-backend integrations."
rlhf-preference-optimization-and-reinforcement-learning--openrlhf,OpenRLHF,tool,"RLHF, Preference Optimization, and Reinforcement Learning",open-source,active,https://github.com/OpenRLHF/OpenRLHF,"OpenRLHF is a Ray- and vLLM-based post-training framework for SFT, reward models, DPO-family methods, PPO, GRPO, REINFORCE variants, and asynchronous or colocated rollout architectures."
rlhf-preference-optimization-and-reinforcement-learning--verl,veRL,tool,"RLHF, Preference Optimization, and Reinforcement Learning",open-source,active,https://github.com/volcengine/verl,"veRL is an open reinforcement-learning framework using HybridFlow to compose training and rollout backends, with PPO, GRPO, DAPO, agentic rollouts, FSDP, Megatron, vLLM, and SGLang integrations."
rlhf-preference-optimization-and-reinforcement-learning--nvidia-nemo-rl,NVIDIA NeMo RL,tool,"RLHF, Preference Optimization, and Reinforcement Learning",open-source,active,https://github.com/NVIDIA-NeMo/RL,"NVIDIA NeMo RL is a scalable post-training library for language and vision-language models, covering SFT, DPO, GRPO-family reinforcement learning, distributed execution, rollout backends, and LoRA."
rlhf-preference-optimization-and-reinforcement-learning--open-instruct,Open-Instruct,tool,"RLHF, Preference Optimization, and Reinforcement Learning",open-source,active,https://github.com/allenai/open-instruct,"Open-Instruct is AI2's codebase of reproducible recipes for instruction tuning, preference optimization, reward modeling, and reinforcement learning used in the Tülu model program."
rlhf-preference-optimization-and-reinforcement-learning--alignment-handbook,Alignment Handbook,tool,"RLHF, Preference Optimization, and Reinforcement Learning",open-source,active,https://github.com/huggingface/alignment-handbook,"Alignment Handbook is Hugging Face's collection of recipes and educational material for continued pretraining, SFT, reward modeling, DPO, and model evaluation with the Transformers stack."
rlhf-preference-optimization-and-reinforcement-learning--areal,AReaL,tool,"RLHF, Preference Optimization, and Reinforcement Learning",open-source,active,https://github.com/inclusionAI/AReaL,"AReaL is a large-scale asynchronous reinforcement-learning system with separate training, inference, agent, and weight-update services for reasoning and agentic model post-training."
rlhf-preference-optimization-and-reinforcement-learning--skyrl,SkyRL,tool,"RLHF, Preference Optimization, and Reinforcement Learning",open-source,active,https://github.com/NovaSky-AI/SkyRL,"SkyRL is a modular full-stack reinforcement-learning library supporting training, sampling, environments, long-horizon agents, and colocated or disaggregated execution across multiple model backends."
rlhf-preference-optimization-and-reinforcement-learning--slime,slime,tool,"RLHF, Preference Optimization, and Reinforcement Learning",open-source,active,https://github.com/THUDM/slime,"slime is an LLM reinforcement-learning scaling framework that connects Megatron training with SGLang rollouts and supports synchronous, asynchronous, dense, and mixture-of-experts post-training workflows."
rlhf-preference-optimization-and-reinforcement-learning--ragen,RAGEN,tool,"RLHF, Preference Optimization, and Reinforcement Learning",open-source,active,https://github.com/mll-lab-nu/RAGEN,RAGEN is a framework for reinforcement-learning training and diagnosis of multi-turn reasoning agents in interactive environments using trajectory- and turn-level reward structures.
rlhf-preference-optimization-and-reinforcement-learning--deepspeed-chat,DeepSpeed-Chat,tool,"RLHF, Preference Optimization, and Reinforcement Learning",open-source,active,https://github.com/deepspeedai/DeepSpeedExamples/tree/master/applications/DeepSpeed-Chat,"DeepSpeed-Chat is a reference RLHF pipeline in DeepSpeedExamples that covers SFT, reward-model training, and PPO-based actor–critic fine-tuning with ZeRO-powered distributed execution."
rlhf-preference-optimization-and-reinforcement-learning--roll,ROLL,tool,"RLHF, Preference Optimization, and Reinforcement Learning",open-source,active,https://github.com/alibaba/ROLL,"ROLL is Alibaba's reinforcement-learning library for large models, providing modular training and rollout components for reasoning, agentic, multimodal, and preference-optimization workloads."
data-curation-labeling-and-human-feedback--argilla,Argilla,tool,"Data Curation, Labeling, and Human Feedback",open-source,active,https://github.com/argilla-io/argilla,"Argilla is a collaborative data platform for curating, annotating, and reviewing language-model datasets, including response rating, ranking, classification, and human-feedback workflows."
data-curation-labeling-and-human-feedback--label-studio,Label Studio,tool,"Data Curation, Labeling, and Human Feedback",open-core,active,https://github.com/HumanSignal/label-studio,"Label Studio is an open-source data-labeling interface with commercial enterprise features, supporting text, chat, ranking, audio, image, and multimodal annotation projects."
data-curation-labeling-and-human-feedback--nemo-curator,NeMo Curator,tool,"Data Curation, Labeling, and Human Feedback",open-source,active,https://github.com/NVIDIA-NeMo/Curator,"NeMo Curator is NVIDIA's scalable toolkit for downloading, extracting, deduplicating, filtering, classifying, and generating text, image, video, and synthetic datasets for model training."
data-curation-labeling-and-human-feedback--data-juicer,Data-Juicer,tool,"Data Curation, Labeling, and Human Feedback",open-source,active,https://github.com/modelscope/data-juicer,"Data-Juicer is ModelScope's system for processing, filtering, deduplicating, mixing, and analyzing text and multimodal datasets with configurable operators and distributed execution."
data-curation-labeling-and-human-feedback--datatrove,DataTrove,tool,"Data Curation, Labeling, and Human Feedback",open-source,active,https://github.com/huggingface/datatrove,"DataTrove is Hugging Face's library for large-scale text data processing with readers, writers, filters, deduplication, tokenization, statistics, and local or cluster execution."
data-curation-labeling-and-human-feedback--dolma-toolkit,Dolma Toolkit,tool,"Data Curation, Labeling, and Human Feedback",open-source,active,https://github.com/allenai/dolma,"Dolma Toolkit is AI2's toolkit for curating language-model pretraining corpora through document processing, filtering, deduplication, mixing, and tokenization pipelines."
data-curation-labeling-and-human-feedback--cleanlab,Cleanlab,tool,"Data Curation, Labeling, and Human Feedback",open-source,active,https://github.com/cleanlab/cleanlab,"Cleanlab is a data-centric machine-learning library for detecting label errors, outliers, near duplicates, and low-quality examples that can contaminate fine-tuning datasets."
data-curation-labeling-and-human-feedback--prodigy,Prodigy,tool,"Data Curation, Labeling, and Human Feedback",commercial,active,https://prodi.gy,"Prodigy is a scriptable annotation tool from the spaCy team with model-in-the-loop recipes for text classification, named entities, preference collection, and custom interfaces."
data-curation-labeling-and-human-feedback--labelbox,Labelbox,tool,"Data Curation, Labeling, and Human Feedback",commercial,active,https://labelbox.com,"Labelbox is a commercial data platform for annotation, curation, and managed human evaluation across text and multimodal data, including preference and response-quality projects."
data-curation-labeling-and-human-feedback--scale-data-engine,Scale Data Engine,tool,"Data Curation, Labeling, and Human Feedback",commercial,active,https://scale.com/data-engine,"Scale Data Engine is a managed data-labeling and curation service for collecting expert demonstrations, preferences, evaluations, and multimodal training data."
data-curation-labeling-and-human-feedback--snorkel-flow,Snorkel Flow,tool,"Data Curation, Labeling, and Human Feedback",commercial,active,https://snorkel.ai/snorkel-flow/,"Snorkel Flow is a commercial data-development platform for programmatic labeling, data curation, model iteration, and subject-matter-expert workflows, derived from the Snorkel research project."
synthetic-data-and-data-distillation--distilabel,distilabel,tool,Synthetic Data and Data Distillation,open-source,active,https://github.com/argilla-io/distilabel,"distilabel is an Argilla framework for building reproducible synthetic-data and AI-feedback pipelines, with task abstractions, model-provider integrations, batching, caching, and dataset export."
synthetic-data-and-data-distillation--datadreamer,DataDreamer,tool,Synthetic Data and Data Distillation,open-source,active,https://github.com/datadreamer-dev/DataDreamer,"DataDreamer is a Python library for reproducible synthetic-data generation and training workflows with cached steps, prompt and embedding providers, dataset operations, and Hugging Face integrations."
synthetic-data-and-data-distillation--synthetic-data-kit,Synthetic Data Kit,tool,Synthetic Data and Data Distillation,open-source,active,https://github.com/meta-llama/synthetic-data-kit,"Synthetic Data Kit is Meta's command-line and library workflow for ingesting documents, generating and curating question–answer or reasoning examples, and preparing fine-tuning datasets."
synthetic-data-and-data-distillation--augmentoolkit,Augmentoolkit,tool,Synthetic Data and Data Distillation,open-source,active,https://github.com/e-p-armstrong/augmentoolkit,"Augmentoolkit is a configurable pipeline for converting source documents into synthetic instruction, conversation, and domain datasets using local or API-hosted language models."
synthetic-data-and-data-distillation--bonito,Bonito,tool,Synthetic Data and Data Distillation,open-source,active,https://github.com/BatsResearch/bonito,Bonito is an open task-generation model and codebase for converting unannotated text into task-specific instruction-tuning examples through conditional task generation.
synthetic-data-and-data-distillation--self-instruct,Self-Instruct,tool,Synthetic Data and Data Distillation,open-source,active,https://github.com/yizhongw/self-instruct,"Self-Instruct is the reference code and data-generation pipeline for bootstrapping instruction-following datasets by generating, filtering, and instantiating new tasks from seed instructions."
synthetic-data-and-data-distillation--llm2llm,LLM2LLM,tool,Synthetic Data and Data Distillation,open-source,active,https://github.com/SqueezeAILab/LLM2LLM,LLM2LLM is a reference implementation for iterative data augmentation that uses a stronger model to generate corrective examples from a smaller model's errors.
synthetic-data-and-data-distillation--prompt2model,Prompt2Model,tool,Synthetic Data and Data Distillation,open-source,active,https://github.com/neulab/prompt2model,"Prompt2Model is a research system that turns a natural-language task description into a small specialized model by retrieving data, generating synthetic examples, training, and evaluating."
synthetic-data-and-data-distillation--gretel,Gretel,tool,Synthetic Data and Data Distillation,commercial,active,https://gretel.ai,"Gretel is a commercial synthetic-data platform for generating and transforming text, tabular, and structured datasets with privacy and quality controls."
synthetic-data-and-data-distillation--mostly-ai,Mostly AI,tool,Synthetic Data and Data Distillation,open-core,active,https://github.com/mostly-ai/mostlyai,Mostly AI provides an open-source synthetic-data SDK and a commercial platform for generating privacy-preserving tabular and sequential data that can supplement model-training workflows.
experiment-tracking-and-model-registries--weights-biases,Weights & Biases,model,Experiment Tracking and Model Registries,open-core,active,https://wandb.ai,"Weights & Biases provides experiment tracking, dashboards, artifact and model registries, reports, and sweep orchestration through open-source clients and a hosted or self-managed platform."
experiment-tracking-and-model-registries--mlflow,MLflow,model,Experiment Tracking and Model Registries,open-source,active,https://github.com/mlflow/mlflow,"MLflow is an open-source platform for experiment tracking, model packaging, evaluation, registry workflows, and deployment metadata across machine-learning and generative-AI projects."
experiment-tracking-and-model-registries--comet,Comet,model,Experiment Tracking and Model Registries,open-core,active,https://www.comet.com,"Comet provides experiment tracking, model registry, artifact management, panels, and production monitoring through open SDKs and a commercial platform."
experiment-tracking-and-model-registries--clearml,ClearML,model,Experiment Tracking and Model Registries,open-core,active,https://github.com/clearml/clearml,"ClearML is an open-source experiment manager and orchestration suite with dataset versioning, agents, pipelines, artifact storage, model registry, and commercial enterprise services."
experiment-tracking-and-model-registries--aim,Aim,model,Experiment Tracking and Model Registries,open-source,active,https://github.com/aimhubio/aim,"Aim is a self-hostable experiment tracker for logging, querying, comparing, and visualizing metrics, parameters, distributions, text, and training artifacts."
experiment-tracking-and-model-registries--tensorboard,TensorBoard,model,Experiment Tracking and Model Registries,open-source,active,https://github.com/tensorflow/tensorboard,"TensorBoard is an open-source visualization toolkit for training metrics, computational graphs, embeddings, profiling, and experiment comparison through event logs."
experiment-tracking-and-model-registries--dvclive,DVCLive,model,Experiment Tracking and Model Registries,open-source,active,https://github.com/iterative/dvclive,"DVCLive is Iterative's experiment-logging library for metrics, parameters, plots, and artifacts, designed to connect training code with DVC experiments and Studio."
experiment-tracking-and-model-registries--trackio,Trackio,model,Experiment Tracking and Model Registries,open-source,active,https://github.com/gradio-app/trackio,"Trackio is a lightweight local experiment tracker with a Python logging API and dashboard, designed to integrate with Hugging Face training workflows and Spaces."
hyperparameter-optimization-and-orchestration--ray-tune,Ray Tune,tool,Hyperparameter Optimization and Orchestration,open-source,active,https://github.com/ray-project/ray/tree/master/python/ray/tune,"Ray Tune is a distributed hyperparameter-tuning library with search algorithms, schedulers, early stopping, checkpoint handling, and integrations for PyTorch and Hugging Face trainers."
hyperparameter-optimization-and-orchestration--optuna,Optuna,tool,Hyperparameter Optimization and Orchestration,open-source,active,https://github.com/optuna/optuna,"Optuna is a framework-agnostic hyperparameter-optimization library with define-by-run search spaces, samplers, pruning, distributed storage, visualization, and experiment analysis."
hyperparameter-optimization-and-orchestration--hydra,Hydra,tool,Hyperparameter Optimization and Orchestration,open-source,active,https://github.com/facebookresearch/hydra,Hydra is Meta's hierarchical configuration framework for composing training settings and launching local or distributed multirun sweeps through configurable launchers and sweepers.
hyperparameter-optimization-and-orchestration--ax,Ax,tool,Hyperparameter Optimization and Orchestration,open-source,active,https://github.com/facebook/Ax,"Ax is Meta's adaptive experimentation platform for Bayesian optimization and multi-objective search, with service and developer APIs for iterative training experiments."
hyperparameter-optimization-and-orchestration--katib,Katib,tool,Hyperparameter Optimization and Orchestration,open-source,active,https://github.com/kubeflow/katib,"Katib is Kubeflow's Kubernetes-native system for hyperparameter tuning, early stopping, and neural-architecture search using jobs and pluggable suggestion algorithms."
hyperparameter-optimization-and-orchestration--nni,NNI,tool,Hyperparameter Optimization and Orchestration,open-source,active,https://github.com/microsoft/nni,"NNI is Microsoft's AutoML toolkit for running hyperparameter search, pruning, neural-architecture search, and model-compression experiments on local or remote training services."
hyperparameter-optimization-and-orchestration--nevergrad,Nevergrad,tool,Hyperparameter Optimization and Orchestration,open-source,active,https://github.com/facebookresearch/nevergrad,"Nevergrad is Meta's derivative-free optimization library with evolutionary, bandit, and population-based optimizers suitable for noisy or non-differentiable training objectives."
hyperparameter-optimization-and-orchestration--determined-ai,Determined AI,tool,Hyperparameter Optimization and Orchestration,open-core,active,https://github.com/determined-ai/determined,"Determined AI is an open-source distributed training and hyperparameter-search platform with scheduling, fault tolerance, checkpointing, experiment tracking, and HPE enterprise offerings."
quantization-and-compression--bitsandbytes,bitsandbytes,tool,Quantization and Compression,open-source,active,https://github.com/bitsandbytes-foundation/bitsandbytes,"bitsandbytes provides low-bit linear layers, 8-bit optimizers, and 4-bit NF4/FP4 loading used by QLoRA and other memory-efficient fine-tuning workflows across supported hardware."
quantization-and-compression--gptqmodel,GPTQModel,tool,Quantization and Compression,open-source,active,https://github.com/ModelCloud/GPTQModel,"GPTQModel is the actively maintained successor to AutoGPTQ for GPTQ and related model quantization, with Transformers, vLLM, and SGLang integrations across multiple accelerator and CPU backends."
quantization-and-compression--llm-compressor,LLM Compressor,tool,Quantization and Compression,open-source,active,https://github.com/vllm-project/llm-compressor,"LLM Compressor is the vLLM project's library for applying GPTQ, AWQ, SmoothQuant, AutoRound, FP8, FP4, and other compression schemes and saving compatible compressed-tensors checkpoints."
quantization-and-compression--awq,AWQ,tool,Quantization and Compression,open-source,active,https://github.com/mit-han-lab/llm-awq,"AWQ is the official implementation of Activation-aware Weight Quantization, a post-training weight-only method that protects salient channels using activation statistics and calibrated scaling."
quantization-and-compression--hqq,HQQ,tool,Quantization and Compression,open-source,active,https://github.com/mobiusml/hqq,"HQQ is a half-quadratic quantization library for on-the-fly low-bit model quantization and dequantization, with backend integrations for Transformers and several inference engines."
quantization-and-compression--torchao,torchao,tool,Quantization and Compression,open-source,active,https://github.com/pytorch/ao,"torchao is PyTorch's native quantization and sparsity library for training and inference, including low-bit dtypes, quantization-aware training, post-training quantization, and model transformations."
quantization-and-compression--quanto,Quanto,tool,Quantization and Compression,open-source,active,https://github.com/huggingface/quanto,"Quanto is Hugging Face's PyTorch quantization toolkit for weights and activations, supporting calibration, quantization-aware training, freezing, serialization, and device-independent model loading."
quantization-and-compression--intel-neural-compressor,Intel Neural Compressor,tool,Quantization and Compression,open-source,active,https://github.com/intel/neural-compressor,"Intel Neural Compressor is a cross-framework optimization toolkit for post-training quantization, quantization-aware training, pruning, distillation, and model export on supported Intel hardware."
quantization-and-compression--tensorrt-model-optimizer,TensorRT Model Optimizer,tool,Quantization and Compression,open-source,active,https://github.com/NVIDIA/TensorRT-Model-Optimizer,"TensorRT Model Optimizer is NVIDIA's library for quantization, sparsity, distillation, speculative decoding, and checkpoint optimization before deployment through TensorRT-LLM or related runtimes."
